support,itemsets
0.14279684383753086,frozenset({'云闪付'})
0.142879703869379,frozenset({'信用卡'})
0.14287054314416892,frozenset({'储蓄卡'})
0.12464047731958706,frozenset({'办公'})
0.33382760959241164,frozenset({'家居'})
0.14279926125112796,frozenset({'微信支付'})
0.14288625633255012,frozenset({'支付宝'})
0.45438523438685596,frozenset({'服装'})
0.12286479160829222,frozenset({'母婴'})
0.11944440583297727,frozenset({'汽车用品'})
0.18336479734964953,frozenset({'玩具'})
0.14288870555422084,frozenset({'现金'})
0.9089974829953243,frozenset({'电子产品'})
0.12128854251875858,frozenset({'运动户外'})
0.14287868601102233,frozenset({'银联'})
0.4518360717487083,frozenset({'食品'})
0.017779599885605443,"frozenset({'云闪付', '办公'})"
0.0476662432269876,"frozenset({'家居', '云闪付'})"
0.06487934132095559,"frozenset({'服装', '云闪付'})"
0.017510376350264655,"frozenset({'母婴', '云闪付'})"
0.017078868023181343,"frozenset({'云闪付', '汽车用品'})"
0.0261478587488695,"frozenset({'玩具', '云闪付'})"
0.12977827641527717,"frozenset({'电子产品', '云闪付'})"
0.017326239411927246,"frozenset({'运动户外', '云闪付'})"
0.06452286823960347,"frozenset({'食品', '云闪付'})"
0.01782429022907825,"frozenset({'信用卡', '办公'})"
0.04766662492387135,"frozenset({'家居', '信用卡'})"
0.06491127662689629,"frozenset({'服装', '信用卡'})"
0.017592504796418947,"frozenset({'信用卡', '母婴'})"
0.017079186103917805,"frozenset({'信用卡', '汽车用品'})"
0.026211029583130704,"frozenset({'玩具', '信用卡'})"
0.1298992425193534,"frozenset({'电子产品', '信用卡'})"
0.017325603250454322,"frozenset({'运动户外', '信用卡'})"
0.06455973379695933,"frozenset({'信用卡', '食品'})"
0.017822254512364896,"frozenset({'储蓄卡', '办公'})"
0.04770546258179327,"frozenset({'家居', '储蓄卡'})"
0.06498879290237189,"frozenset({'服装', '储蓄卡'})"
0.017523862973490612,"frozenset({'母婴', '储蓄卡'})"
0.017063568339757557,"frozenset({'储蓄卡', '汽车用品'})"
0.026230750588791298,"frozenset({'玩具', '储蓄卡'})"
0.1298774539889058,"frozenset({'电子产品', '储蓄卡'})"
0.017290232672559833,"frozenset({'运动户外', '储蓄卡'})"
0.06457665569213906,"frozenset({'食品', '储蓄卡'})"
0.039100297186012885,"frozenset({'家居', '办公'})"
0.01775552117385533,"frozenset({'微信支付', '办公'})"
0.01781223496916637,"frozenset({'支付宝', '办公'})"
0.05229355454873107,"frozenset({'服装', '办公'})"
0.0135078074030047,"frozenset({'母婴', '办公'})"
0.013090103779883804,"frozenset({'办公', '汽车用品'})"
0.020269026961445658,"frozenset({'玩具', '办公'})"
0.017816974372139638,"frozenset({'办公', '现金'})"
0.11264619348488587,"frozenset({'电子产品', '办公'})"
0.013270932678562017,"frozenset({'运动户外', '办公'})"
0.01782960217737715,"frozenset({'银联', '办公'})"
0.051943220425592664,"frozenset({'食品', '办公'})"
0.04769156245360991,"frozenset({'家居', '微信支付'})"
0.0476842465966713,"frozenset({'家居', '支付宝'})"
0.14593057525314693,"frozenset({'服装', '家居'})"
0.0384741234482153,"frozenset({'家居', '母婴'})"
0.037431931915200056,"frozenset({'家居', '汽车用品'})"
0.05770833834973162,"frozenset({'玩具', '家居'})"
0.04772006248759684,"frozenset({'家居', '现金'})"
0.24282509258773596,"frozenset({'家居', '电子产品'})"
0.03801961788388584,"frozenset({'家居', '运动户外'})"
0.04769340732188139,"frozenset({'家居', '银联'})"
0.14514434328876205,"frozenset({'家居', '食品'})"
0.06486734967719099,"frozenset({'服装', '微信支付'})"
0.01756817162007966,"frozenset({'微信支付', '母婴'})"
0.017061596239191498,"frozenset({'微信支付', '汽车用品'})"
0.026192867173078765,"frozenset({'玩具', '微信支付'})"
0.12981619163906336,"frozenset({'微信支付', '电子产品'})"
0.017328847673966228,"frozenset({'微信支付', '运动户外'})"
0.0644635779903271,"frozenset({'微信支付', '食品'})"
0.0649136304243461,"frozenset({'服装', '支付宝'})"
0.01753652258680177,"frozenset({'母婴', '支付宝'})"
0.01703516372999157,"frozenset({'支付宝', '汽车用品'})"
0.026216341531429606,"frozenset({'玩具', '支付宝'})"
0.12987357340392097,"frozenset({'电子产品', '支付宝'})"
0.01733104243104781,"frozenset({'运动户外', '支付宝'})"
0.06463174727569415,"frozenset({'食品', '支付宝'})"
0.05152459436833603,"frozenset({'服装', '母婴'})"
0.05003409984535233,"frozenset({'服装', '汽车用品'})"
0.07741083171146616,"frozenset({'玩具', '服装'})"
0.06492988434997927,"frozenset({'服装', '现金'})"
0.41171203171239495,"frozenset({'服装', '电子产品'})"
0.050900011034220746,"frozenset({'服装', '运动户外'})"
0.06489495908511583,"frozenset({'服装', '银联'})"
0.1966987418221045,"frozenset({'服装', '食品'})"
0.012900114155995509,"frozenset({'母婴', '汽车用品'})"
0.019962015434613272,"frozenset({'玩具', '母婴'})"
0.017563464025180036,"frozenset({'母婴', '现金'})"
0.11108295389747348,"frozenset({'电子产品', '母婴'})"
0.013112146774920569,"frozenset({'运动户外', '母婴'})"
0.017569889256056553,"frozenset({'银联', '母婴'})"
0.05114805039251322,"frozenset({'食品', '母婴'})"
0.01936469161961272,"frozenset({'玩具', '汽车用品'})"
0.017048586737070232,"frozenset({'汽车用品', '现金'})"
0.10796296356967251,"frozenset({'电子产品', '汽车用品'})"
0.012715372864258823,"frozenset({'运动户外', '汽车用品'})"
0.017077436659867266,"frozenset({'银联', '汽车用品'})"
0.04974127471936611,"frozenset({'食品', '汽车用品'})"
0.026191912930869383,"frozenset({'玩具', '现金'})"
0.16581074851426875,"frozenset({'玩具', '电子产品'})"
0.01970052126116849,"frozenset({'玩具', '运动户外'})"
0.026174036793480262,"frozenset({'玩具', '银联'})"
0.07692706271938227,"frozenset({'玩具', '食品'})"
0.12988950924881768,"frozenset({'电子产品', '现金'})"
0.017341348246909152,"frozenset({'运动户外', '现金'})"
0.06451348485787788,"frozenset({'食品', '现金'})"
0.10962204088298068,"frozenset({'电子产品', '运动户外'})"
0.12986323577998596,"frozenset({'电子产品', '银联'})"
0.4093785596216417,"frozenset({'电子产品', '食品'})"
0.01734522883189398,"frozenset({'运动户外', '银联'})"
0.050518727655424665,"frozenset({'运动户外', '食品'})"
0.06456800389610733,"frozenset({'银联', '食品'})"
0.016066798735908983,"frozenset({'电子产品', '云闪付', '办公'})"
0.020814630848697613,"frozenset({'服装', '家居', '云闪付'})"
0.03464767580473393,"frozenset({'家居', '电子产品', '云闪付'})"
0.020727222262318067,"frozenset({'家居', '食品', '云闪付'})"
0.011025537143734864,"frozenset({'玩具', '服装', '云闪付'})"
0.05877950703783847,"frozenset({'服装', '电子产品', '云闪付'})"
0.028076859375138662,"frozenset({'服装', '食品', '云闪付'})"
0.01583536319205979,"frozenset({'电子产品', '母婴', '云闪付'})"
0.015429587596556191,"frozenset({'电子产品', '云闪付', '汽车用品'})"
0.02363651591028711,"frozenset({'玩具', '电子产品', '云闪付'})"
0.010971145337799993,"frozenset({'玩具', '食品', '云闪付'})"
0.01565039924380758,"frozenset({'电子产品', '运动户外', '云闪付'})"
0.058453537899113,"frozenset({'电子产品', '云闪付', '食品'})"
0.016114987967482862,"frozenset({'电子产品', '信用卡', '办公'})"
0.02083632395492427,"frozenset({'服装', '家居', '信用卡'})"
0.034686163573845734,"frozenset({'家居', '电子产品', '信用卡'})"
0.020720574374926026,"frozenset({'家居', '信用卡', '食品'})"
0.01106841442700984,"frozenset({'玩具', '服装', '信用卡'})"
0.058820603068989265,"frozenset({'服装', '电子产品', '信用卡'})"
0.028098488865218027,"frozenset({'服装', '信用卡', '食品'})"
0.015900887823770804,"frozenset({'电子产品', '信用卡', '母婴'})"
0.015447018420914267,"frozenset({'电子产品', '信用卡', '汽车用品'})"
0.023703853602195953,"frozenset({'玩具', '电子产品', '信用卡'})"
0.01100234905804684,"frozenset({'玩具', '信用卡', '食品'})"
0.015664871917316567,"frozenset({'电子产品', '信用卡', '运动户外'})"
0.058501472666097704,"frozenset({'电子产品', '信用卡', '食品'})"
0.01611743718915361,"frozenset({'电子产品', '储蓄卡', '办公'})"
0.020900226374879333,"frozenset({'服装', '家居', '储蓄卡'})"
0.03471237342653014,"frozenset({'家居', '电子产品', '储蓄卡'})"
0.020746847843757726,"frozenset({'家居', '食品', '储蓄卡'})"
0.01108810362459679,"frozenset({'玩具', '服装', '储蓄卡'})"
0.05888332859021942,"frozenset({'服装', '电子产品', '储蓄卡'})"
0.02813261892824032,"frozenset({'服装', '食品', '储蓄卡'})"
0.015847641108487194,"frozenset({'电子产品', '母婴', '储蓄卡'})"
0.015420395063272462,"frozenset({'电子产品', '储蓄卡', '汽车用品'})"
0.02371520908448762,"frozenset({'玩具', '电子产品', '储蓄卡'})"
0.011005847946147913,"frozenset({'玩具', '食品', '储蓄卡'})"
0.015624157583049528,"frozenset({'电子产品', '运动户外', '储蓄卡'})"
0.05851285995646302,"frozenset({'电子产品', '食品', '储蓄卡'})"
0.014760123070526229,"frozenset({'服装', '家居', '办公'})"
0.02710601335131168,"frozenset({'家居', '电子产品', '办公'})"
0.014653725064179945,"frozenset({'家居', '食品', '办公'})"
0.016042147478833237,"frozenset({'微信支付', '电子产品', '办公'})"
0.01609545781026414,"frozenset({'支付宝', '电子产品', '办公'})"
0.046787004455261454,"frozenset({'服装', '电子产品', '办公'})"
0.018366013531345378,"frozenset({'服装', '食品', '办公'})"
0.01206314831414506,"frozenset({'电子产品', '母婴', '办公'})"
0.011677952542290504,"frozenset({'电子产品', '办公', '汽车用品'})"
0.01808715214968981,"frozenset({'玩具', '电子产品', '办公'})"
0.01609727087046197,"frozenset({'电子产品', '办公', '现金'})"
0.011840841687432303,"frozenset({'电子产品', '运动户外', '办公'})"
0.016112093432781062,"frozenset({'电子产品', '银联', '办公'})"
0.04647445832361464,"frozenset({'电子产品', '食品', '办公'})"
0.02082490485648531,"frozenset({'服装', '家居', '微信支付'})"
0.03470849284154531,"frozenset({'家居', '电子产品', '微信支付'})"
0.02072210116246104,"frozenset({'家居', '食品', '微信支付'})"
0.020833174955633305,"frozenset({'服装', '家居', '支付宝'})"
0.034671563668042166,"frozenset({'家居', '电子产品', '支付宝'})"
0.02074458947052885,"frozenset({'家居', '食品', '支付宝'})"
0.014501587047930536,"frozenset({'服装', '家居', '母婴'})"
0.014078921365320848,"frozenset({'服装', '家居', '汽车用品'})"
0.021896296201107692,"frozenset({'玩具', '家居', '服装'})"
0.020884576802645438,"frozenset({'服装', '家居', '现金'})"
0.10325737257868593,"frozenset({'服装', '家居', '电子产品'})"
0.014340383730691983,"frozenset({'服装', '家居', '运动户外'})"
0.02083673745988167,"frozenset({'服装', '家居', '银联'})"
0.05720949233073946,"frozenset({'服装', '家居', '食品'})"
0.026692285737396553,"frozenset({'家居', '电子产品', '母婴'})"
0.014402759363112031,"frozenset({'家居', '食品', '母婴'})"
0.025950489651895305,"frozenset({'家居', '电子产品', '汽车用品'})"
0.01402096705513761,"frozenset({'家居', '食品', '汽车用品'})"
0.040154289514350835,"frozenset({'玩具', '家居', '电子产品'})"
0.02179479663810291,"frozenset({'玩具', '家居', '食品'})"
0.03472086618219366,"frozenset({'家居', '电子产品', '现金'})"
0.020736573835970027,"frozenset({'家居', '食品', '现金'})"
0.026353116248107936,"frozenset({'家居', '电子产品', '运动户外'})"
0.034677957090845035,"frozenset({'家居', '电子产品', '银联'})"
0.10268683116169541,"frozenset({'家居', '电子产品', '食品'})"
0.014242796560745676,"frozenset({'家居', '运动户外', '食品'})"
0.020746434338800326,"frozenset({'家居', '银联', '食品'})"
0.011051683380271977,"frozenset({'玩具', '微信支付', '服装'})"
0.058780556704268794,"frozenset({'服装', '微信支付', '电子产品'})"
0.028053035127977716,"frozenset({'服装', '微信支付', '食品'})"
0.015875027859896505,"frozenset({'微信支付', '电子产品', '母婴'})"
0.015415305771489082,"frozenset({'微信支付', '电子产品', '汽车用品'})"
0.02368559576792308,"frozenset({'玩具', '微信支付', '电子产品'})"
0.010986604061592008,"frozenset({'玩具', '微信支付', '食品'})"
0.01566515818997938,"frozenset({'微信支付', '电子产品', '运动户外'})"
0.05839001717604169,"frozenset({'微信支付', '电子产品', '食品'})"
0.01106494734698241,"frozenset({'玩具', '服装', '支付宝'})"
0.05881875820071779,"frozenset({'服装', '电子产品', '支付宝'})"
0.02816130981066912,"frozenset({'服装', '食品', '支付宝'})"
0.01586128677208138,"frozenset({'电子产品', '母婴', '支付宝'})"
0.015400546825317279,"frozenset({'支付宝', '电子产品', '汽车用品'})"
0.023711137651060914,"frozenset({'玩具', '电子产品', '支付宝'})"
0.011008647056628773,"frozenset({'玩具', '食品', '支付宝'})"
0.015661881958393832,"frozenset({'电子产品', '运动户外', '支付宝'})"
0.058555132886338714,"frozenset({'电子产品', '食品', '支付宝'})"
0.04610497574014127,"frozenset({'服装', '电子产品', '母婴'})"
0.018074397112157716,"frozenset({'服装', '食品', '母婴'})"
0.04478125094728419,"frozenset({'服装', '电子产品', '汽车用品'})"
0.017578159355204542,"frozenset({'服装', '食品', '汽车用品'})"
0.01105387813735356,"frozenset({'玩具', '服装', '现金'})"
0.06932032094728006,"frozenset({'玩具', '服装', '电子产品'})"
0.011058267651516724,"frozenset({'玩具', '服装', '银联'})"
0.02741013034344227,"frozenset({'玩具', '服装', '食品'})"
0.05882620128995098,"frozenset({'服装', '电子产品', '现金'})"
0.02809257256351985,"frozenset({'服装', '食品', '现金'})"
0.045546489583062635,"frozenset({'服装', '电子产品', '运动户外'})"
0.05880307682041025,"frozenset({'服装', '电子产品', '银联'})"
0.17656165475014296,"frozenset({'服装', '电子产品', '食品'})"
0.017849832112216083,"frozenset({'服装', '运动户外', '食品'})"
0.02808385715134081,"frozenset({'服装', '银联', '食品'})"
0.011516303912020904,"frozenset({'电子产品', '母婴', '汽车用品'})"
0.01782524447128763,"frozenset({'玩具', '电子产品', '母婴'})"
0.01587105185069074,"frozenset({'电子产品', '母婴', '现金'})"
0.01171720370516982,"frozenset({'电子产品', '运动户外', '母婴'})"
0.015891695290487073,"frozenset({'电子产品', '银联', '母婴'})"
0.0457708001184151,"frozenset({'电子产品', '母婴', '食品'})"
0.017290232672559833,"frozenset({'玩具', '电子产品', '汽车用品'})"
0.015410025631263825,"frozenset({'电子产品', '汽车用品', '现金'})"
0.011348548131611248,"frozenset({'电子产品', '运动户外', '汽车用品'})"
0.015440084260859412,"frozenset({'电子产品', '银联', '汽车用品'})"
0.04449885886945391,"frozenset({'电子产品', '食品', '汽车用品'})"
0.02370000482528477,"frozenset({'玩具', '电子产品', '现金'})"
0.010962111844884494,"frozenset({'玩具', '食品', '现金'})"
0.01758754273693015,"frozenset({'玩具', '电子产品', '运动户外'})"
0.02365843167302929,"frozenset({'玩具', '电子产品', '银联'})"
0.06887548503733902,"frozenset({'玩具', '电子产品', '食品'})"
0.010990357414282252,"frozenset({'玩具', '银联', '食品'})"
0.015665635311084072,"frozenset({'电子产品', '运动户外', '现金'})"
0.05845999493806316,"frozenset({'电子产品', '食品', '现金'})"
0.015689936679349713,"frozenset({'电子产品', '运动户外', '银联'})"
0.04520983293159206,"frozenset({'电子产品', '运动户外', '食品'})"
0.05850554409952441,"frozenset({'电子产品', '银联', '食品'})"
0.014714796565580503,"frozenset({'服装', '家居', '电子产品', '云闪付'})"
0.014657891921827588,"frozenset({'家居', '电子产品', '云闪付', '食品'})"
0.02520983865704532,"frozenset({'服装', '电子产品', '云闪付', '食品'})"
0.014745650397017243,"frozenset({'服装', '家居', '电子产品', '信用卡'})"
0.014662313244064399,"frozenset({'家居', '电子产品', '信用卡', '食品'})"
0.025221035098968753,"frozenset({'服装', '电子产品', '信用卡', '食品'})"
0.014794762062726858,"frozenset({'服装', '家居', '电子产品', '储蓄卡'})"
0.01468305210808167,"frozenset({'家居', '电子产品', '食品', '储蓄卡'})"
0.025246545174032943,"frozenset({'服装', '电子产品', '食品', '储蓄卡'})"
0.016137285427108794,"frozenset({'服装', '电子产品', '食品', '办公'})"
0.014738111883563111,"frozenset({'服装', '家居', '电子产品', '微信支付'})"
0.014648540348175627,"frozenset({'家居', '电子产品', '微信支付', '食品'})"
0.014738302732004988,"frozenset({'服装', '家居', '电子产品', '支付宝'})"
0.014667975081173408,"frozenset({'家居', '电子产品', '食品', '支付宝'})"
0.013805785436921585,"frozenset({'玩具', '家居', '电子产品', '服装'})"
0.014780893742617148,"frozenset({'服装', '家居', '电子产品', '现金'})"
0.01474485519517609,"frozenset({'服装', '家居', '电子产品', '银联'})"
0.037072405258777925,"frozenset({'服装', '家居', '电子产品', '食品'})"
0.013743218956059658,"frozenset({'玩具', '家居', '电子产品', '食品'})"
0.014683083916155318,"frozenset({'家居', '电子产品', '食品', '现金'})"
0.014683974542217409,"frozenset({'家居', '电子产品', '银联', '食品'})"
0.025172655018953,"frozenset({'服装', '微信支付', '电子产品', '食品'})"
0.025283697004051617,"frozenset({'服装', '电子产品', '食品', '支付宝'})"
0.015885047403095032,"frozenset({'服装', '电子产品', '母婴', '食品'})"
0.015456688075302687,"frozenset({'服装', '电子产品', '食品', '汽车用品'})"
0.02411917161979339,"frozenset({'玩具', '服装', '电子产品', '食品'})"
0.02521006131356084,"frozenset({'服装', '电子产品', '食品', '现金'})"
0.01569563032453237,"frozenset({'服装', '电子产品', '运动户外', '食品'})"
0.025217822483530494,"frozenset({'服装', '电子产品', '银联', '食品'})"
